GeneID	TISSUE_001	TISSUE_002	TISSUE_003	TISSUE_004	TISSUE_005	TISSUE_006	TISSUE_007	TISSUE_008	TISSUE_009	TISSUE_010	TISSUE_011	TISSUE_012	TISSUE_013	TISSUE_014	TISSUE_015	TISSUE_016	TISSUE_017	TISSUE_018	TISSUE_019	TISSUE_020	TISSUE_021	TISSUE_022	TISSUE_023	TISSUE_024	TISSUE_025	TISSUE_026	TISSUE_027	TISSUE_028	TISSUE_029	TISSUE_030	TISSUE_031	TISSUE_032	TISSUE_033	TISSUE_034	TISSUE_035	TISSUE_036	TISSUE_037	TISSUE_038	TISSUE_039	TISSUE_040	TISSUE_041	TISSUE_042	TISSUE_043	TISSUE_044	TISSUE_045	TISSUE_046	TISSUE_047	TISSUE_048	TISSUE_049	TISSUE_050	TISSUE_051	TISSUE_052	TISSUE_053	TISSUE_054	TISSUE_055	TISSUE_056	TISSUE_057	TISSUE_058	TISSUE_059	TISSUE_060	TISSUE_061	TISSUE_062	TISSUE_063	TISSUE_064	TISSUE_065	TISSUE_066	TISSUE_067	TISSUE_068	TISSUE_069	TISSUE_070	TISSUE_071	TISSUE_072	TISSUE_073	TISSUE_074	TISSUE_075	TISSUE_076	TISSUE_077	TISSUE_078	TISSUE_079	TISSUE_080	TISSUE_081	TISSUE_082	TISSUE_083	TISSUE_084	TISSUE_085	TISSUE_086	TISSUE_087	TISSUE_088	TISSUE_089	TISSUE_090	TISSUE_091	TISSUE_092	TISSUE_093	TISSUE_094	TISSUE_095	TISSUE_096	TISSUE_097	TISSUE_098	TISSUE_099	TISSUE_100
100002348	1.337	1.733	2.189	2.694	3.238	3.809	4.394	4.979	5.553	6.102	6.614	7.078	7.484	7.824	8.092	8.282	8.391	8.418	8.365	8.234	8.030	7.760	7.432	7.054	6.637	6.193	5.731	5.265	4.804	4.361	3.944	3.562	3.224	2.935	2.700	2.523	2.403	2.342	2.336	2.382	2.476	2.611	2.780	2.975	3.188	3.410	3.634	3.850	4.051	4.231	4.384	4.506	4.593	4.645	4.660	4.640	4.587	4.506	4.401	4.278	4.145	4.008	3.875	3.754	3.652	3.575	3.531	3.523	3.556	3.632	3.753	3.918	4.125	4.371	4.652	4.960	5.288	5.628	5.971	6.308	6.627	6.920	7.177	7.390	7.549	7.649	7.684	7.650	7.545	7.369	7.124	6.812	6.439	6.012	5.539	5.031	4.497	3.950	3.402	2.866
100002349	1.363	1.764	2.223	2.732	3.278	3.850	4.436	5.021	5.593	6.139	6.648	7.108	7.510	7.845	8.107	8.291	8.394	8.415	8.357	8.220	8.011	7.737	7.405	7.024	6.605	6.159	5.697	5.231	4.772	4.330	3.916	3.537	3.203	2.918	2.688	2.514	2.399	2.342	2.340	2.391	2.488	2.625	2.796	2.993	3.206	3.429	3.652	3.866	4.066	4.244	4.394	4.513	4.598	4.646	4.658	4.635	4.580	4.496	4.390	4.266	4.132	3.995	3.863	3.743	3.642	3.568	3.526	3.521	3.557	3.637	3.762	3.930	4.141	4.390	4.673	4.983	5.313	5.654	5.997	6.333	6.651	6.942	7.197	7.405	7.561	7.656	7.686	7.647	7.537	7.356	7.105	6.788	6.411	5.980	5.504	4.993	4.458	3.910	3.363	2.828
100002350	1.389	1.794	2.258	2.770	3.318	3.892	4.478	5.062	5.633	6.177	6.682	7.139	7.536	7.866	8.122	8.300	8.397	8.413	8.348	8.206	7.992	7.713	7.377	6.994	6.573	6.126	5.663	5.198	4.739	4.300	3.888	3.513	3.182	2.901	2.675	2.507	2.396	2.343	2.345	2.399	2.499	2.640	2.813	3.011	3.225	3.447	3.669	3.883	4.081	4.257	4.405	4.521	4.602	4.647	4.656	4.630	4.572	4.487	4.378	4.253	4.119	3.982	3.850	3.731	3.632	3.560	3.521	3.519	3.559	3.643	3.771	3.943	4.157	4.409	4.695	5.007	5.338	5.680	6.024	6.359	6.675	6.964	7.216	7.421	7.572	7.663	7.688	7.644	7.528	7.342	7.086	6.765	6.383	5.948	5.469	4.956	4.419	3.871	3.324	2.790
100002351	1.416	1.825	2.293	2.808	3.359	3.933	4.519	5.103	5.673	6.214	6.716	7.169	7.561	7.886	8.136	8.309	8.400	8.409	8.339	8.192	7.973	7.690	7.350	6.964	6.540	6.092	5.629	5.164	4.707	4.269	3.860	3.489	3.162	2.885	2.663	2.499	2.393	2.344	2.350	2.408	2.511	2.654	2.829	3.028	3.243	3.466	3.687	3.900	4.096	4.269	4.414	4.528	4.606	4.648	4.654	4.625	4.565	4.477	4.367	4.241	4.105	3.969	3.838	3.720	3.623	3.553	3.517	3.518	3.561	3.648	3.780	3.956	4.173	4.428	4.716	5.031	5.363	5.706	6.050	6.384	6.699	6.986	7.234	7.436	7.583	7.669	7.689	7.640	7.519	7.328	7.067	6.740	6.354	5.916	5.434	4.918	4.380	3.831	3.285	2.752
100002352	1.443	1.857	2.328	2.846	3.399	3.975	4.561	5.145	5.712	6.251	6.750	7.198	7.586	7.905	8.150	8.317	8.402	8.405	8.329	8.177	7.953	7.666	7.322	6.933	6.508	6.058	5.595	5.131	4.675	4.239	3.833	3.465	3.141	2.869	2.652	2.492	2.390	2.346	2.356	2.417	2.523	2.669	2.846	3.046	3.262	3.484	3.705	3.916	4.110	4.281	4.424	4.534	4.609	4.648	4.651	4.620	4.557	4.467	4.355	4.228	4.092	3.955	3.825	3.709	3.614	3.546	3.513	3.517	3.564	3.654	3.790	3.969	4.189	4.448	4.738	5.055	5.389	5.732	6.076	6.409	6.723	7.007	7.253	7.451	7.594	7.675	7.690	7.636	7.510	7.313	7.047	6.716	6.326	5.884	5.399	4.881	4.341	3.792	3.246	2.715
100002353	1.470	1.889	2.363	2.884	3.440	4.017	4.603	5.186	5.752	6.288	6.784	7.228	7.610	7.925	8.164	8.324	8.404	8.401	8.319	8.162	7.933	7.641	7.295	6.902	6.475	6.025	5.561	5.097	4.643	4.209	3.806	3.441	3.122	2.853	2.640	2.485	2.388	2.347	2.362	2.426	2.536	2.684	2.862	3.064	3.280	3.503	3.722	3.932	4.125	4.293	4.433	4.541	4.613	4.649	4.649	4.614	4.549	4.457	4.343	4.215	4.079	3.942	3.813	3.698	3.604	3.540	3.509	3.517	3.567	3.661	3.800	3.982	4.206	4.467	4.761	5.079	5.414	5.758	6.102	6.435	6.747	7.029	7.271	7.465	7.604	7.681	7.691	7.631	7.500	7.298	7.027	6.691	6.297	5.851	5.363	4.843	4.302	3.752	3.207	2.677
100002354	1.497	1.920	2.399	2.923	3.480	4.059	4.645	5.227	5.791	6.325	6.817	7.257	7.635	7.943	8.177	8.332	8.405	8.397	8.309	8.146	7.913	7.617	7.267	6.872	6.443	5.991	5.527	5.064	4.611	4.180	3.779	3.418	3.102	2.838	2.629	2.478	2.385	2.349	2.368	2.436	2.548	2.699	2.879	3.082	3.299	3.521	3.740	3.948	4.139	4.305	4.442	4.547	4.616	4.649	4.646	4.608	4.541	4.446	4.332	4.202	4.066	3.929	3.800	3.687	3.595	3.533	3.505	3.516	3.570	3.667	3.810	3.996	4.223	4.487	4.783	5.103	5.440	5.785	6.128	6.460	6.770	7.050	7.289	7.480	7.614	7.686	7.691	7.626	7.490	7.282	7.006	6.666	6.267	5.818	5.327	4.805	4.263	3.713	3.168	2.640
100002355	1.525	1.953	2.435	2.962	3.521	4.100	4.687	5.268	5.830	6.361	6.850	7.285	7.658	7.962	8.190	8.338	8.406	8.392	8.299	8.130	7.892	7.592	7.238	6.841	6.410	5.957	5.494	5.031	4.580	4.150	3.753	3.394	3.083	2.823	2.619	2.472	2.384	2.352	2.374	2.446	2.561	2.714	2.896	3.100	3.317	3.539	3.757	3.964	4.153	4.317	4.451	4.553	4.619	4.648	4.642	4.603	4.532	4.436	4.320	4.189	4.052	3.916	3.788	3.676	3.587	3.527	3.502	3.516	3.573	3.674	3.820	4.010	4.240	4.507	4.805	5.127	5.466	5.811	6.154	6.485	6.794	7.071	7.307	7.494	7.624	7.691	7.691	7.621	7.479	7.266	6.985	6.640	6.237	5.785	5.291	4.767	4.224	3.673	3.129	2.602
100002356	1.553	1.985	2.471	3.001	3.562	4.142	4.729	5.309	5.869	6.397	6.882	7.313	7.682	7.980	8.202	8.345	8.406	8.386	8.287	8.114	7.871	7.567	7.210	6.810	6.377	5.923	5.460	4.998	4.548	4.121	3.726	3.372	3.064	2.808	2.608	2.466	2.382	2.355	2.381	2.456	2.574	2.729	2.913	3.118	3.336	3.557	3.775	3.980	4.166	4.328	4.460	4.558	4.621	4.648	4.639	4.596	4.524	4.426	4.308	4.176	4.039	3.903	3.776	3.665	3.578	3.521	3.498	3.516	3.576	3.681	3.831	4.024	4.258	4.528	4.828	5.152	5.491	5.837	6.180	6.510	6.817	7.091	7.324	7.507	7.633	7.696	7.691	7.615	7.468	7.250	6.964	6.614	6.207	5.751	5.255	4.728	4.184	3.634	3.090	2.565
100002357	1.582	2.018	2.508	3.040	3.603	4.184	4.771	5.350	5.908	6.433	6.915	7.341	7.705	7.997	8.214	8.351	8.406	8.380	8.276	8.097	7.850	7.542	7.181	6.778	6.344	5.889	5.426	4.965	4.517	4.092	3.700	3.349	3.045	2.794	2.598	2.461	2.381	2.358	2.387	2.466	2.587	2.744	2.930	3.136	3.354	3.575	3.792	3.996	4.180	4.339	4.468	4.564	4.624	4.647	4.635	4.590	4.515	4.415	4.295	4.163	4.026	3.890	3.764	3.655	3.569	3.515	3.496	3.516	3.580	3.689	3.842	4.039	4.276	4.548	4.851	5.177	5.517	5.863	6.206	6.535	6.840	7.112	7.342	7.521	7.642	7.700	7.690	7.609	7.456	7.233	6.942	6.588	6.177	5.717	5.218	4.690	4.145	3.594	3.051	2.528
100002358	1.611	2.051	2.544	3.079	3.644	4.226	4.812	5.390	5.946	6.469	6.947	7.369	7.727	8.015	8.225	8.356	8.406	8.374	8.264	8.080	7.828	7.516	7.152	6.747	6.311	5.856	5.392	4.932	4.485	4.063	3.674	3.327	3.027	2.780	2.589	2.456	2.380	2.361	2.394	2.476	2.600	2.760	2.947	3.154	3.373	3.593	3.809	4.011	4.194	4.350	4.476	4.569	4.626	4.646	4.631	4.583	4.506	4.404	4.283	4.150	4.012	3.877	3.752	3.644	3.561	3.509	3.493	3.517	3.584	3.697	3.854	4.054	4.294	4.569	4.874	5.202	5.543	5.890	6.232	6.559	6.863	7.132	7.359	7.534	7.651	7.704	7.689	7.602	7.444	7.216	6.920	6.561	6.147	5.683	5.182	4.652	4.105	3.555	3.013	2.492
100002359	1.640	2.085	2.581	3.119	3.685	4.268	4.854	5.431	5.985	6.505	6.978	7.396	7.750	8.031	8.236	8.361	8.405	8.367	8.252	8.063	7.806	7.490	7.123	6.716	6.278	5.822	5.358	4.899	4.454	4.035	3.649	3.305	3.009	2.766	2.580	2.451	2.380	2.364	2.402	2.487	2.614	2.776	2.965	3.173	3.391	3.611	3.826	4.026	4.207	4.361	4.484	4.574	4.628	4.645	4.627	4.577	4.497	4.393	4.271	4.137	3.999	3.864	3.740	3.634	3.553	3.503	3.490	3.518	3.589	3.705	3.865	4.069	4.312	4.590	4.898	5.227	5.569	5.916	6.258	6.584	6.886	7.152	7.375	7.547	7.659	7.707	7.687	7.595	7.432	7.199	6.898	6.535	6.116	5.649	5.145	4.613	4.066	3.516	2.974	2.455
100002360	1.670	2.119	2.618	3.158	3.726	4.310	4.896	5.471	6.023	6.540	7.010	7.423	7.771	8.048	8.247	8.366	8.403	8.360	8.239	8.045	7.784	7.464	7.094	6.684	6.245	5.788	5.325	4.866	4.424	4.006	3.624	3.283	2.991	2.753	2.571	2.446	2.380	2.368	2.409	2.498	2.628	2.792	2.982	3.191	3.409	3.629	3.843	4.042	4.220	4.371	4.492	4.579	4.629	4.643	4.623	4.570	4.488	4.382	4.258	4.124	3.986	3.851	3.728	3.624	3.545	3.498	3.488	3.519	3.594	3.713	3.877	4.084	4.330	4.611	4.921	5.252	5.595	5.942	6.284	6.609	6.908	7.172	7.392	7.559	7.667	7.710	7.685	7.588	7.420	7.181	6.875	6.507	6.084	5.615	5.108	4.574	4.026	3.476	2.936	2.419
100002361	1.700	2.153	2.656	3.198	3.768	4.352	4.937	5.511	6.061	6.575	7.041	7.450	7.793	8.064	8.257	8.370	8.402	8.353	8.226	8.027	7.762	7.438	7.064	6.652	6.212	5.754	5.291	4.834	4.393	3.978	3.599	3.262	2.974	2.740	2.562	2.442	2.380	2.373	2.417	2.509	2.641	2.807	2.999	3.209	3.428	3.647	3.859	4.057	4.233	4.382	4.499	4.583	4.630	4.642	4.618	4.562	4.478	4.371	4.246	4.111	3.972	3.838	3.716	3.614	3.537	3.493	3.486	3.521	3.599	3.722	3.889	4.100	4.349	4.633	4.945	5.277	5.621	5.969	6.309	6.633	6.931	7.192	7.408	7.571	7.675	7.713	7.682	7.580	7.406	7.163	6.852	6.480	6.053	5.580	5.071	4.536	3.987	3.437	2.898	2.382
100002362	1.730	2.187	2.693	3.238	3.809	4.394	4.979	5.551	6.099	6.609	7.072	7.476	7.814	8.079	8.267	8.374	8.399	8.345	8.213	8.009	7.739	7.411	7.035	6.620	6.178	5.720	5.258	4.802	4.362	3.950	3.574	3.241	2.957	2.727	2.554	2.438	2.380	2.377	2.425	2.520	2.655	2.824	3.017	3.227	3.446	3.665	3.876	4.071	4.245	4.392	4.507	4.587	4.631	4.640	4.613	4.555	4.469	4.359	4.233	4.097	3.959	3.826	3.705	3.604	3.530	3.488	3.485	3.522	3.604	3.731	3.902	4.116	4.368	4.654	4.968	5.302	5.648	5.995	6.335	6.658	6.953	7.211	7.424	7.583	7.682	7.716	7.680	7.572	7.393	7.144	6.829	6.452	6.021	5.545	5.033	4.497	3.947	3.397	2.860	2.346
100002363	1.760	2.221	2.731	3.278	3.851	4.436	5.020	5.591	6.137	6.644	7.102	7.502	7.835	8.094	8.276	8.377	8.397	8.336	8.199	7.990	7.716	7.384	7.005	6.588	6.145	5.687	5.224	4.769	4.332	3.923	3.550	3.220	2.940	2.715	2.546	2.435	2.381	2.382	2.434	2.532	2.670	2.840	3.034	3.245	3.464	3.682	3.892	4.086	4.258	4.401	4.514	4.591	4.632	4.638	4.608	4.547	4.459	4.348	4.221	4.084	3.946	3.813	3.693	3.594	3.523	3.484	3.483	3.524	3.610	3.740	3.915	4.132	4.387	4.676	4.992	5.328	5.674	6.021	6.361	6.682	6.975	7.231	7.440	7.595	7.689	7.718	7.676	7.564	7.379	7.125	6.805	6.424	5.989	5.510	4.996	4.458	3.908	3.358	2.822	2.310
100002364	1.791	2.256	2.769	3.318	3.892	4.478	5.062	5.631	6.174	6.678	7.132	7.527	7.855	8.109	8.285	8.380	8.394	8.328	8.185	7.971	7.692	7.357	6.975	6.556	6.112	5.653	5.191	4.737	4.302	3.895	3.525	3.200	2.924	2.703	2.538	2.432	2.382	2.387	2.443	2.544	2.684	2.856	3.052	3.264	3.482	3.700	3.908	4.100	4.270	4.411	4.520	4.595	4.633	4.635	4.603	4.540	4.449	4.336	4.208	4.071	3.932	3.800	3.682	3.585	3.515	3.480	3.482	3.527	3.616	3.749	3.928	4.148	4.407	4.698	5.016	5.353	5.700	6.048	6.386	6.706	6.997	7.250	7.455	7.606	7.696	7.719	7.673	7.555	7.365	7.106	6.781	6.395	5.957	5.475	4.958	4.419	3.868	3.319	2.784	2.275
100002365	1.823	2.291	2.807	3.359	3.934	4.519	5.103	5.671	6.211	6.712	7.162	7.552	7.875	8.123	8.293	8.382	8.390	8.318	8.170	7.952	7.669	7.330	6.945	6.524	6.078	5.619	5.158	4.705	4.272	3.868	3.501	3.180	2.908	2.691	2.531	2.429	2.383	2.392	2.451	2.556	2.698	2.872	3.070	3.282	3.501	3.717	3.925	4.115	4.282	4.420	4.527	4.598	4.633	4.632	4.598	4.532	4.439	4.324	4.195	4.057	3.919	3.788	3.671	3.576	3.508	3.475	3.481	3.529	3.622	3.759	3.941	4.165	4.426	4.721	5.041	5.379	5.726	6.074	6.412	6.730	7.019	7.268	7.470	7.617	7.702	7.720	7.669	7.545	7.350	7.086	6.756	6.367	5.925	5.439	4.920	4.380	3.828	3.280	2.746	2.239
100002366	1.854	2.327	2.845	3.399	3.975	4.561	5.144	5.710	6.248	6.745	7.191	7.577	7.894	8.137	8.301	8.384	8.386	8.309	8.156	7.932	7.645	7.302	6.914	6.492	6.045	5.585	5.124	4.673	4.242	3.841	3.478	3.160	2.892	2.680	2.524	2.426	2.385	2.398	2.461	2.568	2.713	2.889	3.087	3.300	3.519	3.735	3.941	4.129	4.294	4.429	4.533	4.601	4.633	4.629	4.592	4.523	4.428	4.313	4.182	4.044	3.906	3.775	3.660	3.566	3.502	3.472	3.481	3.532	3.628	3.769	3.955	4.182	4.446	4.743	5.065	5.405	5.753	6.100	6.438	6.754	7.040	7.287	7.485	7.628	7.708	7.721	7.664	7.536	7.335	7.066	6.731	6.338	5.892	5.404	4.883	4.340	3.789	3.241	2.708	2.204
100002367	1.886	2.362	2.884	3.440	4.017	4.603	5.185	5.750	6.285	6.779	7.220	7.601	7.913	8.150	8.308	8.386	8.382	8.299	8.140	7.912	7.620	7.275	6.884	6.459	6.011	5.552	5.091	4.642	4.213	3.814	3.455	3.140	2.877	2.669	2.518	2.424	2.387	2.404	2.470	2.580	2.728	2.906	3.105	3.318	3.537	3.752	3.956	4.143	4.305	4.438	4.539	4.604	4.633	4.626	4.586	4.515	4.418	4.301	4.169	4.031	3.893	3.763	3.649	3.557	3.495	3.468	3.480	3.535	3.635	3.780	3.969	4.199	4.466	4.766	5.090	5.430	5.779	6.127	6.463	6.778	7.062	7.305	7.500	7.638	7.714	7.722	7.659	7.525	7.320	7.045	6.706	6.308	5.859	5.368	4.844	4.301	3.749	3.201	2.670	2.169
100002368	1.918	2.398	2.923	3.480	4.059	4.645	5.226	5.789	6.321	6.812	7.249	7.625	7.932	8.163	8.315	8.387	8.377	8.289	8.125	7.891	7.596	7.247	6.853	6.427	5.978	5.518	5.058	4.610	4.184	3.788	3.432	3.121	2.862	2.658	2.511	2.422	2.389	2.410	2.480	2.593	2.743	2.922	3.123	3.337	3.555	3.769	3.972	4.156	4.316	4.447	4.544	4.607	4.632	4.623	4.580	4.506	4.407	4.288	4.156	4.017	3.880	3.751	3.638	3.549	3.489	3.465	3.480	3.539	3.642	3.790	3.983	4.216	4.487	4.788	5.114	5.456	5.806	6.153	6.488	6.801	7.083	7.323	7.514	7.648	7.719	7.722	7.654	7.515	7.304	7.025	6.681	6.278	5.826	5.331	4.806	4.262	3.710	3.162	2.633	2.134
100002369	1.950	2.434	2.961	3.521	4.101	4.687	5.267	5.828	6.358	6.844	7.278	7.649	7.950	8.176	8.322	8.388	8.372	8.278	8.109	7.871	7.571	7.218	6.822	6.394	5.944	5.484	5.025	4.579	4.155	3.762	3.409	3.102	2.847	2.648	2.506	2.421	2.392	2.416	2.489	2.606	2.758	2.939	3.141	3.355	3.573	3.786	3.988	4.170	4.328	4.455	4.550	4.609	4.632	4.619	4.573	4.498	4.397	4.276	4.143	4.004	3.866	3.738	3.627	3.540	3.483	3.462	3.480	3.542	3.649	3.801	3.997	4.234	4.507	4.811	5.139	5.482	5.832	6.179	6.514	6.825	7.104	7.341	7.528	7.657	7.724	7.722	7.649	7.504	7.288	7.003	6.655	6.248	5.792	5.295	4.768	4.222	3.670	3.124	2.596	2.099
100002370	1.983	2.470	3.000	3.562	4.142	4.729	5.308	5.867	6.394	6.877	7.306	7.672	7.968	8.188	8.328	8.388	8.366	8.267	8.092	7.850	7.546	7.190	6.792	6.361	5.911	5.451	4.993	4.548	4.126	3.736	3.386	3.084	2.833	2.638	2.500	2.420	2.395	2.423	2.500	2.619	2.773	2.956	3.159	3.373	3.591	3.803	4.003	4.183	4.338	4.464	4.555	4.611	4.631	4.615	4.567	4.489	4.386	4.264	4.130	3.990	3.853	3.726	3.617	3.531	3.477	3.459	3.481	3.546	3.657	3.813	4.012	4.252	4.528	4.834	5.164	5.508	5.859	6.206	6.539	6.848	7.125	7.358	7.542	7.667	7.728	7.721	7.643	7.493	7.271	6.982	6.629	6.218	5.758	5.259	4.730	4.183	3.630	3.085	2.559	2.064
100002371	2.016	2.507	3.040	3.603	4.184	4.770	5.348	5.906	6.429	6.909	7.334	7.695	7.985	8.199	8.334	8.388	8.360	8.255	8.076	7.828	7.521	7.161	6.760	6.329	5.877	5.417	4.960	4.517	4.097	3.710	3.364	3.065	2.819	2.628	2.495	2.419	2.398	2.430	2.510	2.632	2.789	2.973	3.177	3.391	3.608	3.820	4.018	4.197	4.349	4.471	4.560	4.613	4.630	4.611	4.560	4.480	4.375	4.252	4.117	3.977	3.840	3.714	3.606	3.523	3.471	3.456	3.481	3.551	3.665	3.824	4.027	4.270	4.549	4.858	5.189	5.535	5.885	6.232	6.564	6.872	7.145	7.376	7.555	7.676	7.732	7.720	7.636	7.481	7.254	6.960	6.602	6.188	5.724	5.222	4.691	4.143	3.591	3.046	2.522	2.030
100002372	2.049	2.543	3.079	3.644	4.226	4.812	5.389	5.944	6.465	6.941	7.361	7.717	8.002	8.211	8.339	8.387	8.354	8.243	8.059	7.807	7.495	7.133	6.729	6.296	5.843	5.384	4.927	4.486	4.069	3.685	3.342	3.048	2.805	2.619	2.490	2.418	2.402	2.437	2.520	2.645	2.804	2.990	3.195	3.409	3.626	3.837	4.033	4.210	4.360	4.479	4.565	4.614	4.628	4.607	4.553	4.470	4.364	4.239	4.103	3.964	3.827	3.702	3.596	3.515	3.466	3.454	3.482	3.555	3.673	3.836	4.042	4.289	4.570	4.881	5.214	5.561	5.912	6.258	6.589	6.895	7.166	7.393	7.568	7.684	7.736	7.718	7.630	7.469	7.237	6.938	6.575	6.157	5.690	5.185	4.652	4.104	3.551	3.007	2.485	1.996
100002373	2.083	2.580	3.119	3.685	4.268	4.854	5.429	5.982	6.500	6.972	7.388	7.739	8.019	8.221	8.344	8.386	8.347	8.231	8.041	7.785	7.469	7.104	6.698	6.263	5.810	5.350	4.895	4.455	4.040	3.660	3.321	3.030	2.792	2.610	2.485	2.418	2.405	2.445	2.531	2.658	2.820	3.007	3.213	3.428	3.644	3.853	4.048	4.222	4.370	4.486	4.569	4.616	4.626	4.602	4.546	4.461	4.352	4.227	4.090	3.950	3.814	3.691	3.586	3.507	3.461	3.452	3.484	3.560	3.682	3.848	4.058	4.307	4.592	4.905	5.240	5.587	5.939	6.284	6.614	6.917	7.186	7.410	7.581	7.692	7.739	7.716	7.622	7.456	7.219	6.915	6.548	6.126	5.656	5.148	4.614	4.064	3.511	2.969	2.448	1.962
100002374	2.117	2.618	3.158	3.727	4.310	4.895	5.470	6.020	6.535	7.003	7.415	7.761	8.035	8.232	8.349	8.384	8.340	8.218	8.023	7.763	7.443	7.074	6.666	6.230	5.776	5.317	4.863	4.425	4.012	3.635	3.299	3.013	2.779	2.601	2.481	2.418	2.410	2.453	2.542	2.672	2.835	3.024	3.231	3.446	3.661	3.870	4.063	4.235	4.380	4.494	4.573	4.617	4.624	4.597	4.538	4.451	4.341	4.214	4.077	3.937	3.802	3.679	3.576	3.499	3.456	3.450	3.485	3.565	3.690	3.860	4.074	4.326	4.613	4.929	5.265	5.614	5.965	6.310	6.639	6.940	7.206	7.426	7.593	7.700	7.742	7.714	7.615	7.443	7.201	6.892	6.521	6.094	5.621	5.111	4.575	4.024	3.472	2.930	2.412	1.929
100002375	2.151	2.655	3.198	3.768	4.352	4.937	5.510	6.058	6.570	7.034	7.441	7.782	8.050	8.242	8.353	8.382	8.332	8.205	8.005	7.740	7.417	7.045	6.635	6.197	5.743	5.284	4.831	4.394	3.985	3.610	3.278	2.996	2.766	2.593	2.477	2.418	2.414	2.461	2.553	2.686	2.851	3.042	3.249	3.464	3.679	3.886	4.077	4.247	4.390	4.501	4.577	4.618	4.622	4.592	4.531	4.441	4.329	4.201	4.063	3.923	3.789	3.667	3.566	3.492	3.451	3.448	3.487	3.571	3.699	3.873	4.090	4.345	4.635	4.953	5.291	5.640	5.992	6.336	6.663	6.963	7.225	7.442	7.605	7.708	7.745	7.712	7.607	7.430	7.183	6.869	6.493	6.063	5.586	5.074	4.536	3.985	3.432	2.892	2.375	1.895
100002376	2.185	2.693	3.238	3.809	4.394	4.978	5.550	6.096	6.605	7.065	7.467	7.803	8.066	8.251	8.356	8.380	8.324	8.191	7.987	7.717	7.390	7.015	6.603	6.164	5.709	5.250	4.798	4.364	3.957	3.586	3.258	2.979	2.754	2.585	2.474	2.419	2.419	2.469	2.565	2.700	2.867	3.059	3.267	3.482	3.696	3.902	4.092	4.259	4.399	4.507	4.581	4.618	4.620	4.587	4.523	4.431	4.318	4.188	4.050	3.910	3.776	3.656	3.556	3.485	3.446	3.447	3.489	3.576	3.709	3.886	4.106	4.365	4.657	4.977	5.316	5.667	6.019	6.362	6.688	6.985	7.245	7.458	7.617	7.715	7.747	7.709	7.598	7.416	7.164	6.845	6.465	6.031	5.551	5.036	4.497	3.945	3.393	2.854	2.339	1.862
100002377	2.220	2.730	3.278	3.851	4.436	5.020	5.590	6.134	6.639	7.095	7.493	7.823	8.081	8.260	8.359	8.377	8.316	8.178	7.968	7.694	7.363	6.986	6.571	6.131	5.676	5.217	4.767	4.334	3.930	3.562	3.237	2.963	2.742	2.578	2.471	2.420	2.424	2.477	2.576	2.714	2.883	3.076	3.285	3.500	3.713	3.918	4.106	4.271	4.409	4.514	4.584	4.619	4.617	4.582	4.515	4.421	4.306	4.175	4.037	3.897	3.763	3.644	3.547	3.478	3.442	3.446	3.492	3.582	3.718	3.899	4.123	4.384	4.680	5.001	5.342	5.693	6.045	6.388	6.712	7.007	7.264	7.474	7.629	7.722	7.749	7.705	7.590	7.402	7.145	6.821	6.436	5.998	5.516	4.998	4.457	3.905	3.354	2.816	2.303	1.829
100002378	2.255	2.768	3.318	3.892	4.478	5.061	5.630	6.171	6.673	7.125	7.518	7.843	8.095	8.269	8.362	8.374	8.307	8.163	7.949	7.671	7.336	6.956	6.539	6.097	5.642	5.184	4.735	4.304	3.903	3.538	3.217	2.947	2.730	2.570	2.468	2.421	2.429	2.486	2.588	2.729	2.900	3.094	3.303	3.518	3.731	3.934	4.120	4.283	4.418	4.520	4.587	4.619	4.614	4.576	4.507	4.411	4.294	4.162	4.023	3.883	3.751	3.633	3.538	3.471	3.438	3.445	3.494	3.589	3.728	3.913	4.139	4.404	4.702	5.026	5.368	5.720	6.072	6.414	6.736	7.029	7.283	7.489	7.640	7.728	7.750	7.701	7.580	7.388	7.125	6.796	6.408	5.966	5.480	4.960	4.418	3.865	3.314	2.777	2.268	1.797
100002379	2.290	2.807	3.359	3.934	4.519	5.102	5.669	6.208	6.707	7.155	7.543	7.863	8.109	8.277	8.364	8.371	8.298	8.149	7.930	7.647	7.309	6.926	6.507	6.064	5.609	5.151	4.703	4.275	3.876	3.514	3.198	2.931	2.719	2.563	2.465	2.423	2.434	2.495	2.600	2.743	2.916	3.111	3.321	3.536	3.748	3.950	4.134	4.295	4.426	4.526	4.590	4.618	4.611	4.570	4.498	4.401	4.282	4.149	4.010	3.870	3.738	3.622	3.528	3.464	3.434	3.444	3.497	3.595	3.739	3.927	4.157	4.424	4.725	5.051	5.394	5.747	6.098	6.440	6.761	7.051	7.302	7.504	7.651	7.735	7.751	7.697	7.571	7.373	7.105	6.772	6.379	5.933	5.444	4.923	4.379	3.826	3.275	2.740	2.232	1.764
